name,,full_address,latitude,longitude,city,state,zip_code,phone_number,website,google_maps_url,mailing_address,contact_person,email,Coords,Unnamed: 4,Unnamed: 5,Unnamed: 6,summary
Balloons Over Wadsworth,,"840 Airport Dr, Wadsworth, OH 44281, USA",41.0047444,-81.7554578,Wadsworth,OH,44281,(330) 485-6210,https://www.balloonsoverwadsworth.com/,https://maps.google.com/?cid=1709373621755467341,,,,"41.0047444, -81.7554578",,,,"Experience the magic of flight with Balloons Over Wadsworth, where vibrant hot air balloons take to the skies, creating a breathtaking spectacle. Perfect for families and aviation enthusiasts, this event offers a range of activities and entertainment, including live music, food vendors, and a kids' zone, ensuring a memorable day for all. Create lasting memories against the backdrop of colorful balloons and a picturesque landscape."
"Barn at the Meadows, The",,"8447 Back Orrville Rd, Orrville, Ohio 44667.0",40.826022,-81.821084,,,,330-338-6710,,,,,,"40.82602199999999, -81.821084",,,,"Step into a picturesque countryside ambiance at The Barn at the Meadows, a beautifully renovated historic barn dating back to the 1820s. This Orrville gem features authentic post and beam construction, a spacious open area with string lights, and meticulously landscaped grounds, ideal for couples seeking a rustic and romantic wedding venue. With a capacity of up to 300 guests, the barn offers both indoor and outdoor ceremony options, complete with dressing rooms, modern amenities, and ample parking for a seamless and memorable event."
"Barn Restaurant, The",,"877 W Main St, Smithville, Ohio 44677.0",40.8566183,-81.8707525,,,,330-669-2555,,,,,,"40.8566183, -81.8707525",,,,"Step back in time at The Barn Restaurant, where rural charm meets delicious American cuisine. Housed in a remodeled barn, this Smithville gem offers a unique country-style menu with something for everyone, including vegan and vegetarian options, making it perfect for families and groups looking for a casual and memorable dining experience. With its warm atmosphere and hearty meals, The Barn Restaurant promises a delightful visit that will have you coming back for more."
Barnes Preserve,,"3396 Sylvan Rd, Wooster, OH 44691, USA",40.7780911,-81.8972332,Wooster,OH,44691,,https://www.waynecountyparkdistrict.org/barnes-preserve/,https://maps.google.com/?cid=7113610527275908165,,,,"40.7780911, -81.8972332",,,,"Discover the beauty of nature at Barnes Preserve, a 76-acre park in Wooster featuring nearly a mile of ADA-accessible paved trails that wind through woods and meadows. Perfect for families, nature enthusiasts, and those seeking a peaceful outdoor experience, the preserve offers an accessible observation deck with views of a vibrant pond ecosystem and diverse wildlife. Explore the trails and immerse yourself in the serene ambiance of this unique Wayne County park."
Barnstone Rustic Event Center,,"4296 Back Orrville Rd, Wooster, Ohio 44691.0",40.831624,-81.885367,,,,330-462-3236,,,,,,"40.831624, -81.885367",,,,"Nestled in the heart of Wayne County, The Barnstone Rustic Event Center offers a charming, century-old barn and surrounding farm buildings for unforgettable weddings and special events. With space for up to 175 guests, the venue features a beautifully renovated barn, summer house, and carriage house, perfect for couples seeking a rustic yet elegant atmosphere. Ideal for those dreaming of a picturesque country wedding, The Barnstone provides a unique and memorable backdrop for any celebration."
Basil Asian Bistro,,"145 W Liberty St, Wooster, OH 44691, USA",40.7981303,-81.9412954,Wooster,OH,44691,(330) 601-0885,http://www.basilasianrestaurant.com/,https://maps.google.com/?cid=6809034873068884593,,,,"40.7981303, -81.9412954",,,,"Craving delicious Asian cuisine in Wooster? Basil Asian Bistro, located in the heart of downtown, offers a diverse menu of flavorful dishes, including classic Chinese entrees, sushi, and Pad Thai, all crafted with fresh ingredients. With a full bar and a trendy atmosphere, Basil Asian Bistro is perfect for a casual lunch, a special dinner, or anyone seeking a memorable culinary journey through Pacific and Southeastern Asian flavors."
Bath & Body Works,,"3923 Burbank Rd, Wooster, OH 44691, USA",40.8482812,-81.9423478,Wooster,OH,44691,(330) 345-7850,https://www.bathandbodyworks.com/?cm_mmc=local_BBW01322,https://maps.google.com/?cid=5962278841931091180,,,,"40.8482812, -81.9423478",,,,"Indulge your senses at Bath & Body Works in Wooster, a delightful destination for fragrance and self-care enthusiasts. This store offers a wide array of scented candles, soaps, lotions, and perfumes, perfect for treating yourself or finding a thoughtful gift. With its inviting atmosphere and friendly staff, Bath & Body Works provides a memorable shopping experience for anyone seeking to enhance their daily life with delightful fragrances."
Bauman Orchards Inc,,"161 Rittman Ave, Rittman, OH 44270, USA",40.9711111,-81.7986111,Rittman,OH,44270,(330) 925-6861,http://www.baumanorchards.com/,https://maps.google.com/?cid=11383231141955820698,,,,"40.9711111, -81.7986111",,,,"Since 1929, Bauman Orchards Inc. has been a family-owned destination for fresh, locally grown fruits and vegetables, including apples, peaches, and strawberries. Perfect for families and those seeking a taste of Ohio's agricultural bounty, the orchard offers pick-your-own experiences, seasonal festivals, and a farm market with homemade pies, cookies, and gift baskets, providing a delightful experience for all ages. Visit Bauman Orchards for a memorable day of fresh air, delicious treats, and a connection to the countryside."
BayLobsters CafâˆšÂ© & Fish Market,,"3423 Cleveland Rd, Wooster, OH 44691, USA",40.841799,-81.928886,Wooster,OH,44691,(330) 601-1200,https://www.baylobsterswooster.com/,https://maps.google.com/?cid=3128959669555423908,,,,"40.841799, -81.928886",,,,"Craving the freshest seafood in Northeast Ohio? BayLobsters Cafe & Fish Market offers a wide variety of top-quality fish and shellfish, from classic cod to exotic Chilean sea bass, with options to dine in or carry out. Located on Cleveland Road in Wooster, this cafe and market is a must-visit for seafood enthusiasts looking for both familiar favorites and unique culinary experiences."
"Baylor Beach Park, Inc.",,"8777 Manchester Ave SW, Navarre, OH 44662",40.68744195,-81.60102683,,,,330-767-3031,,,,,,"40.68744194899156, -81.60102683106406",,,,"Escape to Baylor Beach Park, a family-owned and operated water park and campground since 1954, offering a fun-filled destination for families and seniors alike. With a two-acre swimming lake, miniature golf, and spacious campsites, it's the perfect place to cool off, relax, and create lasting memories, especially for those visiting Ohio's Amish Country and the Pro Football Hall of Fame. Whether you're young or young at heart, Baylor Beach Park promises a memorable outdoor experience with something for everyone."
Beall Ave Car Wash,,"347 Beall Ave, Wooster, OH 44691, USA",40.8022494,-81.9338935,Wooster,OH,44691,(330) 264-8057,http://www.sargewash.com/,https://maps.google.com/?cid=4539669602544068602,,,,"40.8022494, -81.9338935",,,,"Give your car the shine it deserves at Beall Ave Car Wash, located at 347 Beall Ave in Wooster. They offer a variety of services from full-service washes to auto detailing, using environmentally safe detergents and a gentle Neoglide soft foam system. With options for both quick washes and more detailed cleaning, Beall Ave Car Wash is perfect for anyone looking to keep their vehicle looking its best."
Bear's Towing & Repair,,"10150 Avon Lake Rd, Burbank, OH 44214, USA",40.9962387,-81.9982299,Burbank,OH,44214,(330) 624-8697,http://www.bearswrecker.com/,https://maps.google.com/?cid=5259613462978833202,,,,"40.9962387, -81.9982299",,,,"Stranded on the roadside? Bear's Towing & Repair, located at 10150 Avon Lake Rd in Burbank, OH, offers 24/7 towing and repair services, from light-duty vehicles to heavy-duty trucks and semi-trucks. With over 20 years of experience, they provide professional and efficient roadside assistance and repair services, making them the ideal choice for drivers seeking reliable help in unexpected situations."
Beef 'O' Brady's,,"244 S Market St, Wooster, OH 44691, USA",40.7960151,-81.9389658,Wooster,OH,44691,(330) 264-2226,https://www.beefobradys.com/wooster,https://maps.google.com/?cid=14081232456711812118,,,,"40.7960151, -81.9389658",,,,"Looking for a family-friendly spot with a lively atmosphere? Beef 'O' Brady's in Wooster offers a delicious menu of American classics, from their famous wings to juicy burgers, all served in a sports-themed setting. It's the perfect place for families, sports enthusiasts, and anyone seeking a casual and fun dining experience."
"Bennet's Appliance Centers, Inc.",,"1300 W High St, Orrville, OH 44667, USA",40.843089,-81.7786795,Orrville,OH,44667,(330) 683-8065,http://www.bennetsappliance.com/,https://maps.google.com/?cid=234487047956003976,,,,"40.843089, -81.7786795",,,,"Looking for appliances, furniture, mattresses, or electronics in Orrville, OH? Bennet's Appliance Centers, Inc. offers a wide selection of products with a commitment to award-winning service, installations, and repairs. Ideal for homeowners and families seeking a reliable local store with competitive prices and a personal touch, Bennet's Appliance has been serving the community since 1931 and provides quality products and hometown service."
Bent Ladder Cider and Wine,,"13550 Mt Eaton Rd N, Doylestown, OH 44230, USA",40.9646071,-81.739989,Doylestown,OH,44230,(330) 485-1089,http://www.bentladder.com/,https://maps.google.com/?cid=5886580381731979881,,,,"40.9646071, -81.739989",,,,"Discover the unique taste of handcrafted hard ciders and wines at Bent Ladder Cider and Wine, nestled in the scenic Rittman Orchards. Using premium, estate-grown fruit, they offer a rustic-chic tasting room experience overlooking a gorgeous valley, perfect for those seeking a local, farm-to-glass beverage. With live music, creative classes, and a pet-friendly environment, it's an ideal spot for a relaxed outing with friends and family."
Berkey Trophies Plaques,,"183 Northeast St, Smithville, OH 44677, USA",40.865164,-81.8542084,Smithville,OH,44677,(330) 669-3033,,https://maps.google.com/?cid=60490577108100112,,,,"40.865164, -81.8542084",,,,"Celebrate achievements with Berkey Trophies Plaques, your local source for recognizing success with high-quality awards and engraving services. With a legacy dating back to 1938, they specialize in creating custom trophies and plaques for schools, organizations, and individuals. Ideal for sports teams, academic institutions, and corporate events, Berkey Trophies helps you honor accomplishments with a personal touch that lasts a lifetime."
Berlin Fabrics & Clothing LLC,,"4900 Oak St Suite D, Berlin, OH 44610",40.56086334,-81.79912814,,,,,,,,,,"40.560863344740774, -81.79912814061109",,,,"Step into Berlin Fabrics & Clothing LLC, located within the German Village Market, for a unique selection of fabrics, baby items, hats, and clothing, as well as unusual knick-knacks. Ideal for creative individuals and those seeking one-of-a-kind finds, this shop is known as a place to discover the exceptional and unique. Visit today and uncover hidden treasures for your next project or wardrobe addition!"
Best Western Plus Wooster Hotel & Conference Center,,"243 E Liberty St, Wooster, OH 44691, USA",40.7983069,-81.9371749,Wooster,OH,44691,(330) 264-7750,https://www.bestwestern.com/en_US/book/hotel-rooms.36082.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:36082,https://maps.google.com/?cid=810343576135033536,,,,"40.7983069, -81.9371749",,,,"Nestled in the heart of Wooster, the Best Western Plus Wooster Hotel & Conference Center offers a comfortable and convenient stay with its spacious guestrooms and modern amenities. Perfect for both leisure and business travelers, this hotel boasts a seasonal outdoor pool, 24-hour fitness center, and banquet rooms, making it ideal for events and relaxation. With its central location, guests can easily explore downtown Wooster's award-winning restaurants and local shops."
